# timestamp tx ty tz qx qy qz qw
0.0 0.053727456092891326 -0.8734402328747362 -0.15123434967363497 0.2461249383730864 -0.6152418168585759 -0.6776413886541938 0.31890777645303436
0.021900000000000475 0.05417524986163257 -0.8736350509697602 -0.1513945747451271 0.2451931211788535 -0.614785140946901 -0.677929686621379 0.3198920189609458
0.04389999999999894 0.054693523725712435 -0.873637805435632 -0.15128529126530194 0.24416709965290642 -0.614335046825051 -0.6782362252046003 0.32089016892040373
0.06679999999999886 0.05521420972065369 -0.8736452614153619 -0.15125596549198872 0.24305052086769421 -0.6137971300241312 -0.678566085318515 0.3220676875061949
0.08869999999999933 0.055791215449689166 -0.8737306841750808 -0.15124842564481253 0.24174705557559983 -0.6131270362121514 -0.6790192827473182 0.3233673023723159
0.11169999999999902 0.05646069370699455 -0.8737938136485255 -0.15127566758118913 0.24028699950896376 -0.6123226191822442 -0.679588232188727 0.3247814689531662
0.1335999999999995 0.05706026920011802 -0.8737595653989928 -0.1512579269355427 0.23840482915757916 -0.6113505601093749 -0.6802739368094323 0.32655933761890066
0.15559999999999974 0.057575520792714927 -0.8735396522978164 -0.15118859791521638 0.23645438642119054 -0.6102256057726071 -0.6809933980066178 0.32857575241188025
0.17849999999999966 0.05832535364581072 -0.8736030587303296 -0.15124995356388465 0.23431175281475725 -0.6089801846098948 -0.6817899014875433 0.33076225219178335
0.20040000000000013 0.05900440303608646 -0.87366468408759 -0.15085577053166416 0.23194136571112672 -0.6074807370678557 -0.6827618882289566 0.3331764711764356
0.22339999999999982 0.0596231220509846 -0.8735679555756396 -0.15053572738412957 0.22986830845694545 -0.6063269533544366 -0.6834467492307519 0.33530393282660326
0.2453000000000003 0.0607337580597942 -0.8735658733033644 -0.1503701186536637 0.2279355914187356 -0.6052590209025217 -0.6840478182290086 0.33732101351212196
0.26729999999999876 0.061453842465101896 -0.8734403959017155 -0.150258578405033 0.22616313018441025 -0.6042859189787234 -0.6846548984722117 0.3390227671812538
0.29020000000000046 0.062267344132874936 -0.8733181869696705 -0.14997969083433513 0.223846314505512 -0.6029149537106653 -0.6854689009037882 0.34134846120660667
0.31209999999999916 0.06312964165078316 -0.8731035712917857 -0.14959718315774823 0.22107352745455555 -0.6011989267598388 -0.6864352687368943 0.3442280751997512
0.3340999999999994 0.0640451958796841 -0.8728893475911396 -0.149365804826639 0.21798198100555888 -0.5994160817341436 -0.6874179187410722 0.34733387670809085
0.3569999999999993 0.06507440980778689 -0.8729715453868542 -0.14916594582154266 0.214781485290443 -0.5976964453606771 -0.68836878937149 0.3503944671350726
0.37899999999999956 0.06582461738240064 -0.8726680743896588 -0.14863625040048586 0.21202498961125765 -0.5961475581877248 -0.6892137079223675 0.3530410138483359
0.4018999999999995 0.06670995223809248 -0.8725105610933874 -0.14846931916109524 0.20924651370013242 -0.5944232573279468 -0.6901909010396553 0.3556872330770989
0.42379999999999995 0.06764819687169404 -0.8724030134586098 -0.14824407169740064 0.2066680118120276 -0.5930888906696711 -0.6908795093231763 0.35807737188385685
0.4458000000000002 0.0685866735092093 -0.8721754835628648 -0.14810494626628723 0.20405678539290867 -0.5914644288727396 -0.6916964328563184 0.36067534222233816
0.4687000000000001 0.0695047710374968 -0.8719461176695615 -0.14772063597944882 0.20173520376486906 -0.5901368522485553 -0.6924113913227894 0.3627779876819325
0.49070000000000036 0.07046781025625722 -0.871687449360536 -0.14764276593435832 0.19909659793566284 -0.5885352716776173 -0.693264408154554 0.36520027254633064
0.5136000000000003 0.0711953061835755 -0.8716427617215127 -0.14746565939750936 0.1963426506840926 -0.586906440120129 -0.6941078198235054 0.36770195611081785
0.5365000000000002 0.0718648006382466 -0.8717958138006392 -0.14727703892068517 0.19361629858913582 -0.5853185950407466 -0.6949304777030357 0.3701168766479039
0.5585000000000004 0.07269252953258917 -0.8718253583778364 -0.1471586276829044 0.19102296990468623 -0.5836618589198257 -0.6957961046962297 0.3724470970495008
0.5803999999999991 0.0736293759615133 -0.8716466415504563 -0.14702929027571326 0.18904995229893984 -0.5823208402703153 -0.6965252394852843 0.3741859768652616
0.6033999999999988 0.07455349355320195 -0.871466591270196 -0.14700598994842795 0.1868113763812361 -0.5810747262739447 -0.6972193556320878 0.37595058488075844
0.6252999999999993 0.0753532404833348 -0.8713724826673765 -0.1469788043696121 0.18509702447137333 -0.5799605984816378 -0.6978748820815671 0.37730020500962225
