timestamp tx ty tz qx qy qz qw
0.0 0.24582737887160844 -0.8985985114255968 -0.22227434794041437 0.5684664452789762 -0.404803618084823 -0.4827534323218362 0.5290832212032508
0.02289999999999992 0.24616711494310994 -0.8986230925080314 -0.22239990659451697 0.5685755723001376 -0.40478253974764705 -0.4829201891697033 0.5288298450270311
0.04480000000000217 0.24637171092475374 -0.8986938228199428 -0.22231865631751618 0.5686984658812704 -0.40445606678197754 -0.48304775101148234 0.5288309892492034
0.06680000000000064 0.24642184768601716 -0.8986338385280954 -0.22248568972411248 0.5685389457026931 -0.4042972697083477 -0.4831513124854949 0.5290292942448361
0.08970000000000056 0.24674423053914352 -0.898004705642439 -0.2227012667413478 0.5682815605606529 -0.4040085275895686 -0.4833289368116644 0.5293640679175003
0.11169999999999902 0.2468336532666099 -0.897824317644531 -0.22277753878952952 0.5680276962147263 -0.40372092747958666 -0.4834522431563163 0.5297432185834366
0.1346000000000025 0.24735519416488727 -0.8977393585677144 -0.2229022581335195 0.5677407344062421 -0.4033469684894203 -0.48375555186676295 0.530058720845473
0.1565000000000012 0.24752264725112016 -0.8972470605076466 -0.22296192879295887 0.5674294378322112 -0.4030145383106757 -0.48390610731182754 0.530507299005365
0.17950000000000088 0.24763098661107474 -0.8969567884022943 -0.22318587801625475 0.5671448114663955 -0.4025962624672877 -0.4840006843415904 0.531042700572176
0.20139999999999958 0.24781308816444902 -0.8966466410527287 -0.22337406114483643 0.5669547077310595 -0.40225799140661195 -0.48400740316569446 0.5314957209723404
0.2234000000000016 0.2480937751932747 -0.896393056729567 -0.22337758214115427 0.5667882084941536 -0.402007945309762 -0.4841283491845844 0.5317522732773414
0.24630000000000152 0.24830126686122878 -0.8961792492122815 -0.2235541517610953 0.5665322622988822 -0.40170775864033775 -0.48424078239173757 0.5321493560000845
0.2682000000000002 0.24838144700305087 -0.8960017456719829 -0.22382491508334706 0.5659251347648319 -0.4015372248208898 -0.484231532011695 0.5329319115329388
0.29020000000000223 0.24870991033152723 -0.8957973453964174 -0.22404595043133207 0.5650646360941795 -0.4013887375850189 -0.4842780684954206 0.5339136547701341
0.31310000000000215 0.2489112948058676 -0.8956180303887914 -0.22438140940024448 0.5643737827171931 -0.4012639383903358 -0.48445076409990234 0.534581090473638
0.3351000000000006 0.24921969899444307 -0.8953660279041977 -0.22424200918203915 0.5639734452138033 -0.4011849110080578 -0.4845610800194511 0.5349627837555742
0.35800000000000054 0.24953917337771636 -0.8954576903114766 -0.22451736794265403 0.563649077942303 -0.4010696435623251 -0.48479021118992266 0.5351834349846896
0.37989999999999924 0.2498249104987048 -0.8955401022741236 -0.2245627207151833 0.5634713350554211 -0.40118118725771523 -0.4849465818481534 0.5351453282194879
0.40190000000000126 0.25027317846152075 -0.8952312536350928 -0.2244092733483882 0.5633193614273699 -0.40110756580488655 -0.48515311897027397 0.5351733073019934
0.4248000000000012 0.25091025227977337 -0.8955690457693855 -0.2244600369329146 0.5629926445340696 -0.401230491150429 -0.4853936330266986 0.5352068723296284
0.44679999999999964 0.251511277224434 -0.8956467174755636 -0.22444276837282823 0.5624864582024697 -0.40132985134176064 -0.4854733256264262 0.5355921814833183
